ID,z1,z2,z3,z4,z5
Seq_6854,0.149,-0.382,-0.339,-0.267,0.194
Seq_6855,0.345,-0.474,-0.292,-0.35,0.146
Seq_6856,0.005,-0.936,-0.113,-0.441,0.304
Seq_6857,0.25,-0.768,-0.294,-0.314,0.259
Seq_6858,-0.04,-0.841,-0.198,-0.478,0.133
Seq_6859,0.226,-0.285,-0.179,-0.309,0.114
Seq_6860,-0.104,-0.436,-0.175,-0.327,0.118
Seq_6861,0.316,-0.133,-0.075,-0.371,-0.076
Seq_6862,0.234,-0.763,-0.012,-0.262,0.108
Seq_6863,-0.085,-0.508,-0.041,-0.427,0.056
Seq_6864,0.1,-0.883,-0.032,-0.523,-0.032
Seq_6865,0.135,-0.436,0.059,-0.326,0.094
Seq_6866,-0.051,-0.225,-0.62,-0.458,0.125
Seq_6867,-0.02,-0.691,-0.439,-0.366,0.088
Seq_6868,0.292,-0.403,-0.265,-0.309,0.152
Seq_6869,-0.176,-0.609,-0.107,-0.528,0.005
Seq_6870,-0.132,-0.214,-0.425,-0.268,0.157
Seq_6871,0.012,-0.519,-0.203,-0.317,0.166
Seq_6872,0.108,-0.213,-0.144,-0.419,0.101
Seq_6873,0.395,-0.634,-0.72,-0.194,0.245
Seq_6874,0.413,-0.423,-0.312,-0.496,0.066
Seq_6875,0.325,-0.24,-0.34,-0.269,0.074
Seq_6876,0.109,-0.545,-0.358,-0.506,0.137
Seq_6877,-0.044,-0.801,-0.214,-0.43,0.139
Seq_6878,0.033,-0.213,-0.361,-0.398,0.028
Seq_6879,0.562,-0.143,-0.172,-0.228,0.019
Seq_6880,0.026,-0.619,-0.311,-0.291,0.233
Seq_6881,0.11,-0.933,-0.245,-0.409,0.132
Seq_6882,0.183,-0.632,-0.208,-0.495,0.055
Seq_6883,0.165,-0.59,-0.362,-0.507,0.256
Seq_6884,0.146,-0.501,-0.273,-0.344,0.106
Seq_6885,0.293,-0.447,-0.454,-0.429,0.084
Seq_6886,0.263,-0.422,-0.161,-0.247,0.212
Seq_6887,0.331,-0.516,-0.348,-0.452,0.122
Seq_6888,0.231,-0.718,-0.233,-0.41,0.078
Seq_6889,-0.222,-0.735,-0.36,-0.281,0.34
Seq_6890,0.581,-0.722,0.12,-0.642,0.218
Seq_6891,0.217,-0.227,-0.702,-0.181,0.141
Seq_6892,0.272,-0.43,-0.338,-0.485,0.234
Seq_6893,0.505,-0.5,0.222,-0.326,-0.125
Seq_6894,0.16,-0.703,-0.242,-0.403,0.191
Seq_6895,-0.043,-0.119,-0.365,-0.25,0.08
Seq_6896,0.33,-0.339,-0.124,-0.644,0.079
Seq_6897,0.137,-0.394,-0.258,-0.378,0.186
Seq_6898,0.145,-0.312,-0.052,-0.418,0.14
Seq_6899,-0.057,-0.955,-0.449,-0.476,0.301
Seq_6900,-0.117,-0.341,-0.467,-0.509,0.207
Seq_6901,0.067,-0.748,-0.235,-0.351,0.23
Seq_6902,0.21,-0.905,-0.349,-0.39,0.249
Seq_6903,0.184,-0.335,-0.408,-0.185,0.173
Seq_6904,0.072,-0.775,-0.261,-0.509,0.164
Seq_6905,0.473,-0.346,-0.297,-0.35,0.173
Seq_6906,0.104,-0.47,-0.216,-0.309,0.127
Seq_6907,0.103,-0.581,-0.445,-0.476,0.189
Seq_6908,0.206,-0.426,-0.204,-0.497,0.019
Seq_6909,0.437,-0.449,-0.44,-0.652,0.092
Seq_6910,-0.231,-0.016,-0.378,-0.277,-0.067
Seq_6911,0.107,-0.483,-0.47,-0.318,0.297
Seq_6912,0.46,-0.695,0.212,-0.453,-0.182
Seq_6913,0.113,-0.5,-0.361,-0.425,0.149
Seq_6914,0.166,-0.522,-0.333,-0.459,0.12
Seq_6915,-0.181,-0.427,-0.415,-0.46,0.131
Seq_6916,0.196,-0.465,-0.313,-0.448,0.16
Seq_6917,0.206,-0.76,0.024,-0.243,0.175
Seq_6918,-0.027,-0.539,-0.232,-0.467,0.141
Seq_6919,0.771,-0.645,-0.143,-0.71,0.226
Seq_6920,0.041,0.139,-0.152,-0.092,-0.08
Seq_6921,0.365,-0.068,-0.549,-0.464,0.015
Seq_6922,0.221,-0.83,-0.306,-0.401,0.05
Seq_6923,0.264,-0.807,-0.359,-0.61,0.037
Seq_6924,0.012,-0.66,-0.161,-0.392,0.172
Seq_6925,0.17,-0.466,-0.129,-0.363,0.179
Seq_6926,0.25,-0.791,-0.015,-0.56,0.215
Seq_6927,0.432,-0.624,-0.57,-0.246,-0.009
Seq_6928,0.264,-0.371,-0.315,-0.168,-0.103
Seq_6929,0.645,-0.167,-0.718,-0.104,0.007
Seq_6930,0.237,-0.83,-0.394,-0.568,0.228
Seq_6931,0.153,-0.488,-0.125,-0.24,0.21
Seq_6932,-0.023,-0.488,-0.255,-0.294,0.06
Seq_6933,0.019,-0.582,-0.118,-0.7,0.137
Seq_6934,-0.374,-0.382,-0.513,-0.418,0.084
Seq_6935,-0.053,-0.385,-0.263,-0.567,0.135
Seq_6936,0.127,-0.63,-0.299,-0.419,0.199
Seq_6937,0.939,-0.175,-0.289,-0.371,0.226
Seq_6938,0.242,-0.593,0.033,-0.445,0.364
Seq_6939,-0.149,-0.799,-0.229,-0.339,0.135
Seq_6940,0.276,-0.593,-0.052,-0.425,0.009
Seq_6941,0.018,-0.692,-0.189,-0.406,0.269
Seq_6942,0.413,-0.314,-0.067,-0.205,0.265
Seq_6943,0.12,-0.944,-0.323,-0.636,0.217
Seq_6944,0.218,-0.041,-0.165,-0.432,0.014
Seq_6945,0.106,-0.504,-0.252,-0.414,0.042
Seq_6946,0.209,-0.572,-0.122,-0.346,-0.004
Seq_6947,0.082,-0.691,-0.397,-0.467,0.117
Seq_6948,0.314,-0.632,-0.138,-0.375,-0.071
Seq_6949,-0.167,-0.666,-0.516,-0.468,0.137
Seq_6950,0.297,-0.114,-0.104,-0.393,0.017
Seq_6951,0.045,-0.589,-0.319,-0.382,0.2
Seq_6952,0.012,-0.83,-0.41,-0.531,0.14
Seq_6953,-0.157,-0.581,-0.107,-0.469,0.181
Seq_6954,0.314,-0.863,-0.353,-0.586,0.138
Seq_6955,0.034,-0.573,-0.493,-0.515,0.178
Seq_6956,-0.277,-0.823,-0.211,-0.181,0.389
Seq_6957,0.095,-0.366,-0.189,-0.377,0.12
Seq_6958,0.658,-0.509,-0.436,-0.724,0.188
Seq_6959,-0.15,-0.819,-0.366,-0.513,0.194
Seq_6960,0.196,-0.833,-0.276,-0.651,0.141
Seq_6961,-0.045,-0.497,-0.6,-0.353,0.217
Seq_6962,0.397,-0.487,-0.304,-0.481,0.217
Seq_6963,0.579,-0.351,-0.371,-0.641,0.1
Seq_6964,0.394,-0.339,-0.125,-0.467,0.016
Seq_6965,0.244,-0.614,-0.305,-0.5,0.037
Seq_6966,0.475,-0.603,-0.814,-0.04,0.189
Seq_6967,0.575,-0.79,-0.002,-0.723,-0.114
Seq_6968,0.213,-0.499,-0.207,-0.452,0.026
Seq_6969,-0.129,-0.981,-0.268,-0.513,0.196
Seq_6970,0.083,-0.445,-0.394,-0.413,0.072
Seq_6971,0.018,-0.554,0.071,-0.411,0.187
Seq_6972,0.641,-0.303,-0.088,-0.619,0.35
Seq_6973,0.056,-0.394,-0.27,-0.448,0.151
Seq_6974,0.294,-0.302,-0.486,-0.38,0.19
Seq_6975,0.275,-0.87,-0.285,-0.416,0.314
Seq_6976,0.194,-0.02,-0.952,0.123,0.039
Seq_6977,0.252,-0.178,-0.214,-0.389,0.031
Seq_6978,0.269,-0.656,-0.582,-0.401,0.252
Seq_6979,-0.023,-0.439,-0.173,-0.454,0.153
Seq_6980,0.188,-1.094,-0.395,-0.565,0.111
Seq_6981,-0.014,-0.437,0.077,-0.351,0.098
Seq_6982,0.077,-0.727,-0.389,-0.4,0.202
Seq_6983,0.99,-0.586,0.145,-0.214,0.048
Seq_6984,0.29,-0.866,-0.122,-0.42,0.206
Seq_6985,-0.164,-0.872,-0.358,-0.529,0.233
Seq_6986,0.142,-0.434,-0.266,-0.288,0.047
Seq_6987,0.663,-0.232,-0.03,-0.621,0.346
Seq_6988,-0.246,-0.382,0.035,-0.288,0.233
Seq_6989,0.248,-0.746,-0.265,-0.864,0.287
Seq_6990,0.221,-0.592,-0.333,-0.417,0.039
Seq_6991,0.161,-0.376,-0.232,-0.402,0.054
Seq_6992,0.279,-0.72,-0.351,-0.597,0.221
Seq_6993,0.687,-0.424,-0.25,-0.722,0.031
Seq_6994,-0.058,-0.527,-0.378,-0.476,0.135
Seq_6995,0.047,-0.724,-0.234,-0.46,0.199
Seq_6996,0.11,-0.981,-0.107,-0.386,0.13
Seq_6997,0.236,-0.367,-0.293,-0.579,0.054
Seq_6998,0.024,-0.48,-0.206,-0.369,0.16
Seq_6999,0.583,-0.317,0.005,-0.312,-0.002
Seq_7000,0.24,-0.496,-0.183,-0.564,0.147
Seq_7001,0.088,-0.646,-0.24,-0.432,0.119
Seq_7002,0.895,-0.689,-0.557,-0.571,0.024
Seq_7003,-0.12,-0.338,-0.507,-0.519,0.11
Seq_7004,0.075,-0.707,-0.219,-0.364,0.26
Seq_7005,0.465,-0.601,0.075,-0.359,0.322
Seq_7006,0.002,-0.676,-0.457,-0.349,0.19
Seq_7007,0.103,-0.188,-0.22,-0.215,0.002
Seq_7008,0.072,-0.877,-0.343,-0.296,0.358
Seq_7009,0.309,-0.46,-0.249,-0.392,0.13
Seq_7010,0.37,-0.383,-0.114,-0.47,0.072
Seq_7011,0.022,-0.178,-0.334,-0.364,0.106
Seq_7012,0.295,-0.251,0.011,-0.306,0.314
Seq_7013,0.234,-0.565,-0.303,-0.336,0.222
Seq_7014,-0.177,-0.615,-0.241,-0.678,0.142
Seq_7015,-0.051,-0.58,-0.275,-0.362,0.25
Seq_7016,-0.055,-0.967,-0.359,-0.505,0.291
Seq_7017,0.312,-0.289,-0.328,-0.58,-0.04
Seq_7018,0.114,-0.423,-0.524,-0.049,0.135
Seq_7019,0.18,-0.425,-0.22,-0.428,0.154
Seq_7020,0.1,-0.548,-0.168,-0.343,0.113
Seq_7021,0.095,-0.698,-0.202,-0.659,0.19
Seq_7022,0.503,-0.569,-0.42,-0.209,-0.023
Seq_7023,0.255,-0.51,-0.036,-0.267,0.316
Seq_7024,-0.087,-0.656,-0.179,-0.401,0.116
Seq_7025,0.016,-0.64,-0.344,-0.54,0.091
Seq_7026,0.093,-0.241,-0.252,-0.338,0.123
Seq_7027,-0.007,-0.247,-0.345,-0.534,-0.016
Seq_7028,0.16,-0.538,-0.195,-0.403,0.175
Seq_7029,0.065,-0.393,-0.46,-0.507,0.253
Seq_7030,0.063,-0.667,-0.161,-0.442,0.127
Seq_7031,0.087,-0.436,-0.284,-0.391,0.116
Seq_7032,-0.039,-0.288,-0.448,-0.396,0.088
Seq_7033,0.204,-0.182,-0.248,-0.364,-0.032
Seq_7034,-0.057,-0.137,-0.249,-0.272,-0.098
Seq_7035,-0.066,-0.422,-0.333,-0.474,0.097
Seq_7036,0.292,-0.504,-0.218,-0.425,0.067
Seq_7037,0.242,-0.311,-0.05,-0.596,-0.056
Seq_7038,0.466,-0.486,-0.318,-0.533,0.086
Seq_7039,0.213,-0.349,-0.281,-0.478,0.125
Seq_7040,-0.883,-0.931,-0.455,-0.428,0.12
Seq_7041,0.146,-0.349,-0.205,-0.389,0.236
Seq_7042,0.285,-0.739,-0.288,-0.355,0.287
Seq_7043,0.074,-0.397,-0.182,-0.343,0.126
Seq_7044,0.074,-0.758,-0.06,-0.325,0.209
Seq_7045,0.231,-0.487,-0.15,-0.515,0.045
Seq_7046,-0.069,-0.422,-0.352,-0.308,0.297
Seq_7047,-0.014,-0.386,0.027,-0.432,0.019
Seq_7048,0.25,-0.932,-0.156,-0.474,0.118
Seq_7049,0.067,-0.341,-0.172,-0.26,0.115
Seq_7050,0.338,-0.37,-0.429,-0.516,0.107
Seq_7051,0.043,-0.833,-0.435,-0.46,0.251
Seq_7052,0.076,-0.517,-0.176,-0.257,0.243
Seq_7053,0.092,-0.454,-0.215,-0.452,0.124
Seq_7054,-0.174,-0.367,-0.241,-0.438,0.143
Seq_7055,0.236,-0.236,-0.143,-0.348,0.079
Seq_7056,0.247,-0.685,-0.392,-0.602,0.211
Seq_7057,0.172,-0.209,-0.429,-0.544,0.042
Seq_7058,0.089,-0.141,-0.334,-0.385,-0.034
Seq_7059,0.317,-0.607,-0.248,-0.474,0.212
Seq_7060,0.127,0.059,-1.019,-0.126,-0.017
Seq_7061,-0.015,-0.145,-0.207,-0.261,0.058
Seq_7062,0.247,-0.631,-0.271,-0.477,0.125
Seq_7063,0.355,-0.29,-0.284,-0.521,0.092
Seq_7064,0.211,-0.563,-0.471,-0.548,0.097
Seq_7065,0.319,-0.422,-0.38,-0.437,0.073
Seq_7066,0.301,-0.186,-0.441,-0.571,0.099
Seq_7067,0.526,-0.406,-0.238,-0.357,0.369
Seq_7068,0.202,-0.824,-0.218,-0.523,0.054
Seq_7069,-0.009,-0.332,-0.231,-0.475,0.011
Seq_7070,0.071,-0.567,-0.322,-0.318,0.258
Seq_7071,0.127,-0.502,-0.419,-0.506,0.069
Seq_7072,-0.044,-0.625,-0.281,-0.486,0.102
Seq_7073,-0.033,-0.678,-0.224,-0.148,0.24
Seq_7074,0.084,-0.195,-0.25,-0.309,0.022
Seq_7075,-0.0,-0.496,-0.259,-0.404,0.029
Seq_7076,0.056,-0.357,-0.226,-0.407,0.185
Seq_7077,0.087,-0.249,-0.38,-0.342,0.06
Seq_7078,0.074,-0.461,-0.191,-0.405,0.064
Seq_7079,0.281,-0.704,-0.03,-0.03,0.424
Seq_7080,0.149,-0.265,-0.189,-0.255,0.062
Seq_7081,-0.1,-0.279,-0.274,-0.365,0.101
Seq_7082,-0.141,-0.577,-0.179,-0.421,-0.017
Seq_7083,-0.131,-0.69,-0.032,-0.532,0.098
Seq_7084,0.259,-0.832,-0.265,-0.405,0.245
Seq_7085,0.636,-0.538,-0.26,-0.457,0.071
Seq_7086,-0.129,-0.403,-0.006,-0.539,0.11
Seq_7087,0.11,-0.742,-0.315,-0.408,0.25
Seq_7088,0.138,-0.157,-0.23,-0.601,-0.085
Seq_7089,-0.082,-0.49,-0.116,-0.448,0.237
Seq_7090,-0.288,-0.623,-0.305,-0.344,0.18
Seq_7091,0.104,-0.611,-0.243,-0.515,0.171
Seq_7092,0.13,-0.224,-0.176,-0.246,-0.002
Seq_7093,0.178,-0.733,-0.184,-0.415,0.045
Seq_7094,0.06,-0.488,-0.247,-0.449,0.19
Seq_7095,-0.107,-0.373,-0.191,-0.505,-0.052
Seq_7096,0.36,-0.58,0.075,-0.535,0.311
Seq_7097,0.196,-0.774,-0.02,-0.541,0.087
Seq_7098,0.206,-0.71,-0.341,-0.384,0.075
Seq_7099,0.08,-0.889,-0.337,-0.604,0.249
Seq_7100,0.105,-0.381,-0.292,-0.477,0.123
Seq_7101,0.389,-0.096,-0.208,-0.223,0.002
Seq_7102,0.085,-0.554,-0.275,-0.561,0.31
Seq_7103,-0.238,-0.248,-0.238,-0.275,0.264
Seq_7104,0.067,-0.609,-0.13,-0.289,0.207
Seq_7105,0.362,-0.627,-0.278,-0.667,0.154
Seq_7106,0.587,-0.312,0.021,-0.173,-0.264
Seq_7107,0.13,-0.871,-0.263,-0.22,0.002
Seq_7108,0.113,-0.325,-0.174,-0.445,0.101
Seq_7109,0.252,-0.38,-0.218,-0.431,0.021
Seq_7110,-0.096,-0.568,-0.472,-0.403,0.225
Seq_7111,-0.036,-0.316,-0.192,-0.283,0.04
Seq_7112,0.12,-0.766,-0.322,-0.296,0.24
Seq_7113,0.196,-0.637,-0.255,-0.422,0.185
Seq_7114,0.257,-0.388,-0.058,-0.328,0.066
Seq_7115,-0.824,-0.58,-0.255,-0.208,0.026
Seq_7116,-0.013,-0.144,-0.152,-0.235,0.089
Seq_7117,0.045,-0.556,-0.189,-0.362,0.23
Seq_7118,0.036,-0.472,-0.545,-0.402,0.075
Seq_7119,0.255,-0.349,-0.185,-0.383,-0.019
Seq_7120,0.245,-0.315,-0.122,-0.345,-0.024
Seq_7121,-0.709,-0.596,-0.339,-0.217,0.119
Seq_7122,0.091,-0.625,-0.273,-0.384,0.146
Seq_7123,0.39,-0.633,-0.031,-0.917,0.102
Seq_7124,0.031,-0.952,-0.162,-0.387,0.298
Seq_7125,0.112,-0.63,-0.29,-0.589,0.128
Seq_7126,0.228,-0.399,-0.121,-0.368,0.077
Seq_7127,0.065,-0.38,-0.243,-0.453,-0.022
Seq_7128,-0.064,-0.746,-0.262,-0.427,0.353
Seq_7129,0.17,-0.342,-0.258,-0.488,0.154
Seq_7130,0.473,-0.445,0.051,-0.258,0.149
Seq_7131,0.728,-0.449,-0.128,-0.589,0.112
Seq_7132,0.06,-0.292,-0.247,-0.404,0.072
Seq_7133,0.167,-0.634,-0.437,-0.39,0.247
Seq_7134,0.08,-0.438,-0.235,-0.526,-0.106
Seq_7135,0.202,-0.497,-0.134,-0.469,0.092
Seq_7136,-0.116,-0.653,-0.03,-0.328,0.197
Seq_7137,0.067,-0.41,-0.273,-0.558,0.066
Seq_7138,0.195,-0.324,-0.303,-0.239,0.114
Seq_7139,0.033,-0.069,-0.574,-0.437,0.051
Seq_7140,0.304,-0.567,0.054,-0.352,0.245
Seq_7141,0.211,-0.551,-0.607,-0.263,0.215
Seq_7142,0.249,-0.5,-0.325,-0.623,0.169
Seq_7143,0.022,-0.193,-0.229,-0.486,0.03
Seq_7144,0.143,-1.033,-0.257,-0.548,0.226
Seq_7145,0.188,-0.493,-0.278,-0.474,0.138
Seq_7146,-0.028,-0.702,-0.2,-0.565,0.165
Seq_7147,0.483,-0.436,-0.015,-0.417,0.005
Seq_7148,0.145,-0.456,-0.029,-0.392,0.036
Seq_7149,0.133,-0.415,-0.42,-0.423,0.035
Seq_7150,0.094,-0.511,-0.595,-0.483,0.128
Seq_7151,0.164,-0.569,-0.332,-0.551,0.285
Seq_7152,0.346,-0.726,0.085,-0.239,0.215
Seq_7153,-0.136,-0.449,-0.394,-0.585,0.01
Seq_7154,0.051,-0.53,-0.271,-0.3,0.08
Seq_7155,-0.005,-0.596,-0.455,-0.55,0.058
Seq_7156,-0.012,-0.64,-0.068,-0.39,0.296
Seq_7157,-0.069,-0.502,-0.288,-0.478,0.048
Seq_7158,0.552,-0.43,-0.914,-0.367,0.056
Seq_7159,0.207,-0.547,-0.353,-0.411,0.251
Seq_7160,0.27,-0.602,-0.145,-0.406,0.09
Seq_7161,0.161,-0.355,-0.143,-0.4,0.026
Seq_7162,0.04,-0.468,-0.29,-0.38,0.005
Seq_7163,0.128,-0.842,0.069,-0.702,0.078
Seq_7164,0.101,-0.823,-0.345,-0.457,0.364
Seq_7165,0.379,-0.046,-0.2,-0.558,-0.161
Seq_7166,0.202,-0.291,0.027,-0.364,0.052
Seq_7167,0.698,0.151,-0.288,-0.531,-0.032
Seq_7168,0.044,-0.709,-0.141,-0.355,0.05
Seq_7169,-0.124,-0.527,-0.043,-0.315,0.182
Seq_7170,0.302,-0.449,-0.421,-0.574,0.064
Seq_7171,0.326,-0.211,-0.936,-0.15,-0.093
Seq_7172,0.235,-0.738,0.02,-0.54,0.109
Seq_7173,-0.026,-0.553,-0.253,-0.426,0.228
Seq_7174,0.347,-0.559,-0.125,-0.321,0.064
Seq_7175,0.399,-0.202,-0.326,-0.244,0.081
Seq_7176,0.303,-0.636,-0.046,-0.506,0.05
Seq_7177,0.212,-0.689,-0.338,-0.381,0.302
Seq_7178,0.181,-0.16,-0.26,-0.328,-0.089
Seq_7179,0.371,-0.305,-0.206,-0.646,0.042
Seq_7180,-0.249,-0.511,-0.053,-0.16,0.174
Seq_7181,0.089,-0.616,-0.108,-0.323,0.328
Seq_7182,0.933,-0.028,-0.242,-0.076,-0.083
Seq_7183,0.258,-0.412,-0.126,-0.38,0.05
Seq_7184,-0.195,-0.445,-0.224,-0.402,0.123
Seq_7185,0.262,-0.449,-0.505,-0.552,0.074
Seq_7186,0.087,-0.318,-0.395,-0.042,0.086
Seq_7187,-0.205,-0.754,-0.13,-0.473,0.211
Seq_7188,-0.11,-0.807,-0.246,-0.369,0.291
Seq_7189,-0.053,-0.444,-0.295,-0.333,0.116
Seq_7190,-0.597,-0.451,-0.129,-0.203,0.143
Seq_7191,0.157,-0.74,-0.311,-0.502,0.119
Seq_7192,0.395,-0.295,-0.041,-0.164,0.242
Seq_7193,0.064,-0.586,-0.285,-0.428,0.285
Seq_7194,0.252,-0.322,-0.189,-0.275,0.082
Seq_7195,0.12,-0.511,-0.165,-0.501,0.159
Seq_7196,0.127,-0.639,-0.26,-0.362,0.181
Seq_7197,0.158,-0.384,-0.339,-0.493,0.069
Seq_7198,-0.116,-0.743,-0.241,-0.587,0.029
Seq_7199,0.096,-0.63,-0.464,-0.501,0.224
Seq_7200,-0.098,-0.617,-0.399,-0.526,0.226
Seq_7201,0.083,-0.547,-0.073,-0.347,0.153
Seq_7202,0.086,-0.375,0.009,-0.337,0.199
Seq_7203,0.056,-0.74,-0.142,-0.514,0.088
Seq_7204,0.098,-0.575,0.001,-0.425,-0.058
Seq_7205,-0.081,-0.573,-0.14,-0.429,0.067
Seq_7206,0.329,-0.488,0.028,-0.471,-0.066
Seq_7207,0.249,-0.496,-0.049,-0.426,0.337
Seq_7208,0.227,-0.668,-0.364,-0.476,0.21
Seq_7209,-0.389,-0.833,-0.487,-0.452,0.086
Seq_7210,0.666,-0.259,-0.233,-0.164,-0.098
Seq_7211,0.299,-0.374,-0.498,-0.628,0.164
Seq_7212,-0.017,-0.146,-0.267,-0.387,0.013
Seq_7213,-0.038,-0.267,0.003,-0.396,0.046
Seq_7214,0.175,-0.921,-0.169,-0.563,0.297
Seq_7215,1.108,0.175,-1.109,0.449,0.036
Seq_7216,0.002,-0.822,-0.162,-0.5,0.24
Seq_7217,0.207,-0.729,-0.278,-0.471,0.238
Seq_7218,0.51,-0.199,-0.371,-0.343,0.167
Seq_7219,0.12,-0.05,-0.427,-0.405,0.006
Seq_7220,0.047,-0.35,-0.319,-0.493,0.116
Seq_7221,-0.3,-0.287,-0.493,-0.352,0.188
Seq_7222,0.043,-0.485,-0.058,-0.416,0.06
Seq_7223,0.161,-0.705,-0.251,-0.365,0.163
Seq_7224,-0.251,-0.312,-0.218,-0.449,0.079
Seq_7225,0.054,-0.545,-0.318,-0.35,0.235
Seq_7226,0.055,-0.191,-0.207,-0.349,-0.019
Seq_7227,0.308,-0.457,0.186,-0.472,-0.015
Seq_7228,0.046,-0.796,-0.368,-0.447,0.264
Seq_7229,0.094,-0.317,-0.285,-0.303,0.139
Seq_7230,0.129,-0.537,-0.257,-0.326,0.08
Seq_7231,0.106,-0.737,-0.199,-0.428,0.213
Seq_7232,0.074,-0.412,-0.217,-0.314,0.175
Seq_7233,0.607,-0.5,-0.567,-0.561,0.212
Seq_7234,-0.165,-0.563,-0.415,-0.541,0.151
Seq_7235,0.025,-0.871,-0.357,-0.29,0.301
Seq_7236,-0.046,-0.527,-0.175,-0.42,0.133
Seq_7237,-0.044,-0.382,-0.253,-0.425,0.077
Seq_7238,0.086,-0.337,-0.077,-0.377,0.004
Seq_7239,0.167,-0.644,-0.178,-0.525,0.31
Seq_7240,-0.171,-0.52,-0.186,-0.474,0.068
Seq_7241,-0.117,-0.626,-0.29,-0.306,0.212
Seq_7242,0.36,-0.501,-0.28,-0.414,0.143
Seq_7243,0.124,-0.568,-0.151,-0.205,0.242
Seq_7244,0.05,-0.788,-0.122,-0.332,0.165
Seq_7245,0.038,-0.557,-0.422,-0.437,0.079
Seq_7246,-0.038,-0.767,-0.243,-0.723,0.054
Seq_7247,0.08,-0.212,-0.538,-0.415,0.049
Seq_7248,0.129,-0.69,-0.172,-0.467,0.132
Seq_7249,0.304,-0.232,-0.359,-0.443,0.104
Seq_7250,0.391,-0.131,0.113,0.063,0.294
Seq_7251,0.372,-0.428,-0.09,-0.47,0.064
Seq_7252,0.054,-0.635,-0.634,-0.431,0.248
Seq_7253,0.094,-0.786,-0.395,-0.504,0.216
Seq_7254,0.005,-0.682,-0.279,-0.526,0.199
Seq_7255,-0.209,-0.291,-0.431,-0.244,0.158
Seq_7256,0.266,-0.483,-0.369,-0.25,0.202
Seq_7257,0.007,-0.383,-0.07,-0.313,0.158
Seq_7258,0.095,-0.519,-0.204,-0.546,0.05
Seq_7259,0.106,-0.853,-0.299,-0.578,0.219
Seq_7260,-0.203,-0.348,-0.437,-0.317,0.154
Seq_7261,0.077,-0.436,-0.167,-0.542,0.128
Seq_7262,0.322,-0.513,-0.368,-0.529,0.178
Seq_7263,0.331,-0.665,-0.11,-0.436,0.199
Seq_7264,0.088,-0.541,-0.221,-0.426,0.08
Seq_7265,-0.069,-0.504,-0.241,-0.352,0.131
Seq_7266,0.196,-0.68,-0.149,-0.298,0.211
Seq_7267,0.583,-0.476,-0.213,-0.815,0.035
Seq_7268,0.265,-0.575,-0.301,-0.388,0.228
Seq_7269,0.263,-0.699,-0.268,-0.475,0.11
Seq_7270,0.11,-0.565,-0.35,-0.541,0.114
Seq_7271,0.501,-0.324,-0.259,-0.528,0.148
Seq_7272,-0.049,-0.528,-0.312,-0.342,0.176
Seq_7273,0.032,-0.728,-0.248,-0.472,0.225
Seq_7274,0.025,-0.75,-0.347,-0.332,0.286
Seq_7275,-0.115,-0.793,-0.249,-0.443,0.211
Seq_7276,0.221,-0.696,-0.2,-0.286,0.287
Seq_7277,-0.036,-0.021,-0.594,-0.489,-0.05
Seq_7278,0.23,-0.789,-0.264,-0.667,0.122
Seq_7279,0.545,-0.751,-0.343,-0.649,0.221
Seq_7280,0.16,-0.726,-0.186,-0.376,0.246
Seq_7281,0.537,-0.311,-0.581,-0.155,0.144
Seq_7282,0.37,-0.392,-0.231,-0.417,0.184
Seq_7283,-0.151,-0.406,-0.323,-0.353,0.309
Seq_7284,0.328,-0.319,-0.149,-0.497,0.051
Seq_7285,0.317,-0.459,-0.007,-0.149,0.216
Seq_7286,1.12,-0.318,-0.012,-0.287,0.231
Seq_7287,0.094,-0.588,0.184,-0.355,-0.027
Seq_7288,0.82,-0.127,-0.173,-0.083,-0.121
Seq_7289,0.449,-0.254,-0.445,-0.438,0.228
Seq_7290,0.047,-0.713,-0.327,-0.386,0.192
Seq_7291,0.406,-0.498,-0.251,-0.504,0.227
Seq_7292,0.232,-0.263,-0.454,-0.27,-0.04
Seq_7293,0.316,-0.484,-0.4,-0.366,0.221
Seq_7294,0.587,-0.127,-0.281,-0.177,-0.082
Seq_7295,0.215,0.049,-0.513,-0.485,-0.089
Seq_7296,0.321,-0.376,-0.252,-0.241,0.129
Seq_7297,-0.028,-0.375,-0.158,-0.49,0.129
Seq_7298,0.32,-0.69,-0.43,-0.752,0.26
Seq_7299,0.533,-0.628,-0.202,-0.561,0.277
Seq_7300,0.044,-0.388,-0.306,-0.475,0.181
Seq_7301,-0.015,-0.761,-0.187,-0.459,0.308
Seq_7302,-0.036,-0.308,-0.249,-0.372,0.156
Seq_7303,-0.065,-0.38,-0.256,-0.341,0.139
Seq_7304,0.051,-0.293,-0.227,-0.459,0.056
Seq_7305,0.035,-0.658,-0.302,-0.465,0.006
Seq_7306,0.403,-0.278,-0.091,-0.405,0.022
Seq_7307,0.179,-0.624,-0.35,-0.429,0.279
Seq_7308,0.226,-0.52,-0.099,-0.334,0.185
Seq_7309,0.371,-0.424,-0.221,-0.416,0.14
Seq_7310,-0.225,-0.312,-0.34,-0.375,0.245
Seq_7311,0.294,-0.439,-0.175,-0.484,0.116
Seq_7312,0.001,-0.232,-0.196,-0.396,0.035
Seq_7313,0.614,-0.916,-0.23,-0.363,0.121
Seq_7314,0.105,-0.355,-0.214,-0.373,0.158
Seq_7315,0.13,-0.351,-0.247,-0.372,0.119
